Category,Count,Acreage,State,Average of Very Unhealthy Days,Average of Hazardous Days,Average of Max AQI,Average of 90th Percentile AQI,Average of Days CO,Average of Median AQI,Average of Days NO2,Average of Days Ozone,Average of Days SO2,Average of Days PM2.5,Average of Days PM10,Average of Good Days,Average of Moderate Days,Average of Unhealthy for Sensitive Groups Days,Average of Unhealthy Days,Commercial,Electric Power,Residential,Industrial,Transportation,Total
 Dbl Crop WinWht/Corn,17656,3926.6,CO,0.035714286,0.0,117.1785714,58.14285714,0.0,34.78571429,6.571428571,204.25,0.0,37.82142857,38.67857143,217.1428571,63.78571429,5.75,0.607142857,4.2,34.2,8.0,13.5,30.8,90.6
 Dbl Crop Oats/Corn,894,198.8,CO,0.035714286,0.0,117.1785714,58.14285714,0.0,34.78571429,6.571428571,204.25,0.0,37.82142857,38.67857143,217.1428571,63.78571429,5.75,0.607142857,4.2,34.2,8.0,13.5,30.8,90.6
 Lettuce,11070,2461.9,CO,0.035714286,0.0,117.1785714,58.14285714,0.0,34.78571429,6.571428571,204.25,0.0,37.82142857,38.67857143,217.1428571,63.78571429,5.75,0.607142857,4.2,34.2,8.0,13.5,30.8,90.6
 Dbl Crop Triticale/Corn,5381,1196.7,CO,0.035714286,0.0,117.1785714,58.14285714,0.0,34.78571429,6.571428571,204.25,0.0,37.82142857,38.67857143,217.1428571,63.78571429,5.75,0.607142857,4.2,34.2,8.0,13.5,30.8,90.6
 Pumpkins,9757,2169.9,CO,0.035714286,0.0,117.1785714,58.14285714,0.0,34.78571429,6.571428571,204.25,0.0,37.82142857,38.67857143,217.1428571,63.78571429,5.75,0.607142857,4.2,34.2,8.0,13.5,30.8,90.6
 Dbl Crop WinWht/Sorghum,24534,5456.2,CO,0.035714286,0.0,117.1785714,58.14285714,0.0,34.78571429,6.571428571,204.25,0.0,37.82142857,38.67857143,217.1428571,63.78571429,5.75,0.607142857,4.2,34.2,8.0,13.5,30.8,90.6
 Cabbage,919,204.4,CO,0.035714286,0.0,117.1785714,58.14285714,0.0,34.78571429,6.571428571,204.25,0.0,37.82142857,38.67857143,217.1428571,63.78571429,5.75,0.607142857,4.2,34.2,8.0,13.5,30.8,90.6
 Corn,380746,84675.9,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Sorghum,11814,2627.4,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Soybeans,27,6.0,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Sunflowers,1551,344.9,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Sweet Corn,1571,349.4,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Mint,1816,403.9,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Barley,72992,16233.0,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Spring Wheat,67061,14914.0,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Winter Wheat,685110,152364.8,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Rye,9023,2006.7,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Oats,44930,9992.2,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Millet,429,95.4,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Safflower,81436,18110.9,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Alfalfa,3403052,756820.5,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Other Hay/Non Alfalfa,1167867,259727.4,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Dry Beans,4508,1002.6,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Potatoes,2022,449.7,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Other Crops,1263,280.9,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Misc Vegs & Fruits,24,5.3,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Watermelons,997,221.7,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Onions,9494,2111.4,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Peas,1288,286.4,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Clover/Wildflowers,46,10.2,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Sod/Grass Seed,38964,8665.4,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Fallow/Idle Cropland,997581,221856.7,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Cherries,24544,5458.5,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Peaches,4870,1083.1,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Apples,3353,745.7,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Christmas Trees,241,53.6,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Other Tree Crops,46,10.2,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Pears,701,155.9,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Open Water,4934691,1097448.9,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Developed/Open Space,2276761,506339.5,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Developed/Low Intensity,1350575,300360.6,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Developed/Medium Intensity,775392,172443.0,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Developed/High Intensity,263912,58692.6,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Barren,20706499,4605014.5,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Deciduous Forest,12072528,2684865.6,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Evergreen Forest,43978229,9780522.7,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Mixed Forest,900132,200184.5,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Shrubland,139825109,31096355.7,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Grass/Pasture,8164404,1815719.7,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Woody Wetlands,687649,152929.5,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Herbaceous Wetlands,1268301,282063.4,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Triticale,88004,19571.6,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Peppers,54,12.0,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Squash,18,4.0,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Dbl Crop Triticale/Corn,3469,771.5,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Pumpkins,1094,243.3,UT,0.0,0.0,125.8,61.8,0.0,41.26666667,13.46666667,269.5333333,0.0,59.93333333,2.4,264.0666667,76.26666667,4.466666667,0.533333333,2.8,28.6,3.9,7.0,18.8,61.1
 Corn,161852,35995.0,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Sorghum,569,126.5,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Soybeans,822,182.8,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Sunflowers,103,22.9,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Tobacco,17,3.8,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Sweet Corn,987,219.5,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Barley,80859,17982.6,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Spring Wheat,3626,806.4,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Winter Wheat,363,80.7,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Rye,79185,17610.3,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Oats,181473,40358.6,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Millet,118,26.2,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Canola,1221,271.5,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Mustard,2929,651.4,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Alfalfa,72725,16173.7,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Other Hay/Non Alfalfa,1871288,416164.4,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Buckwheat,3418,760.1,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Dry Beans,386,85.8,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Potatoes,323852,72023.0,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Other Crops,40,8.9,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Misc Vegs & Fruits,152,33.8,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Peas,1124,250.0,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Clover/Wildflowers,68012,15125.5,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Sod/Grass Seed,1649,366.7,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Switchgrass,66,14.7,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Fallow/Idle Cropland,8854,1969.1,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Apples,12573,2796.2,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Grapes,271,60.3,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Christmas Trees,7780,1730.2,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Other Tree Crops,18,4.0,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Aquaculture,941,209.3,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Open Water,4965644,1104332.6,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Developed/Open Space,2346254,521794.3,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Developed/Low Intensity,1015597,225863.3,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Developed/Medium Intensity,351971,78276.5,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Developed/High Intensity,120779,26860.6,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Barren,195633,43507.7,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Deciduous Forest,14400659,3202629.5,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Evergreen Forest,20365369,4529149.0,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Mixed Forest,32715569,7275767.4,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Shrubland,2838717,631315.5,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Grass/Pasture,869830,193445.5,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Woody Wetlands,9350386,2079475.8,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Herbaceous Wetlands,793290,176423.4,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Broccoli,18896,4202.4,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Squash,94,20.9,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Pumpkins,133,29.6,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Blueberries,288406,64140.0,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Cauliflower,639,142.1,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Turnips,34,7.6,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Cranberries,31,6.9,ME,0.0,0.0,87.8,46.0,0.0,33.5,1.6,241.4,0.0,64.8,2.7,294.6,15.7,0.1,0.1,1.7,1.1,3.1,1.6,7.2,14.8
 Corn,2349390,522491.8,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Cotton,709078,157695.2,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Rice,2439750,542587.3,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Sorghum,40108,8919.8,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Soybeans,5544918,1233160.1,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Sunflowers,294,65.4,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Peanuts,10333,2298.0,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Sweet Corn,163,36.3,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Winter Wheat,186128,41393.9,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Dbl Crop WinWht/Soybeans,35375,7867.2,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Rye,866,192.6,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Oats,6770,1505.6,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Millet,4683,1041.5,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
 Alfalfa,849,188.8,LA,0.0,0.0,99.34782609,50.82608696,0.086956522,32.60869565,6.173913043,203.173913,18.0,101.6086957,0.956521739,289.173913,40.08695652,0.739130435,0.0,2.5,33.9,2.2,122.8,37.9,199.3
